id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1404589463867641858,1404589463867641858,2021-06-14 18:59:58 CDT,2021-06-14,18:59:58,-0500,55688784,julgrigollette,Juliana Grigollette,,"Gente, é sério. Já podemos criar uma comunidade dos não vacinados para Covid?! O que será de nós com esse negócio de passaporte vacinal?! Quais as opções??",pt,[],[],[],0,0,1,[],[],https://twitter.com/julgrigollette/status/1404589463867641858,False,,0,,,,,,,,[],,,,
1404589463762735107,1404589463762735107,2021-06-14 18:59:58 CDT,2021-06-14,18:59:58,-0500,1356798336347504641,03_klg,Koramil 03/Klg,,"menindak lanjuti kebijakan pemerintah tentang PPKM Mikro,Babinsa Desa Hulosobo, Serda Triyanto Koramil 03/Kaligesing bersama Kepala Desa melaksanakan pengecekan terhadap warga yang masih terdampak Covid-19, serta memberikan bantuan sembako guna mencukupi kebutuhan.  https://t.co/7TUz9cXgb1",in,[],[],['https://pbs.twimg.com/media/E34arGTUcAASK7P.jpg'],0,0,0,[],[],https://twitter.com/03_klg/status/1404589463762735107,False,,1,https://pbs.twimg.com/media/E34arGTUcAASK7P.jpg,,,,,,,[],,,,
1404589463280439303,1404589463280439303,2021-06-14 18:59:58 CDT,2021-06-14,18:59:58,-0500,3254350187,ofjesus24,Lafawnduh,,Comparing vaccination/unvaccinated to segregation is the wildest most ugly inconsiderate things that come out of COVID. Like how DUMB are you .,en,[],[],[],0,0,1,[],[],https://twitter.com/ofjesus24/status/1404589463280439303,False,,0,,,,,,,,[],,,,
1404589461929922561,1404470435530432515,2021-06-14 18:59:58 CDT,2021-06-14,18:59:58,-0500,3102897975,astrolinguista,Léxicoloco😵,,"@sujetobjeto @latercera Si!... Es una propuesta estúpida, los del Colmed son estúpidos y por ser de izquierda, más estúpido son. Si quieres hacer políticas sanitarias en torno al COVID-19, que sea un grupo técnico de Virologos y epidemiologos; médicos generales, no sirven.",es,[],[],[],0,0,0,[],[],https://twitter.com/astrolinguista/status/1404589461929922561,False,,0,,,,,,,,"[{'screen_name': 'sujetobjeto', 'name': 'Yasna Valenzuela R.', 'id': '152080082'}, {'screen_name': 'latercera', 'name': 'La Tercera', 'id': '3222731'}]",,,,
1404589461166493699,1403848569073946624,2021-06-14 18:59:58 CDT,2021-06-14,18:59:58,-0500,18383561,eduhst,Eduardo Henrique,,"@BertiSidnei @Opif_Pires Na verdade, os números estão subnotificados... tem gente com morte registada como outra doença quando na verdade foi COVID.",pt,[],[],[],1,0,0,[],[],https://twitter.com/Eduhst/status/1404589461166493699,False,,0,,,,,,,,"[{'screen_name': 'BertiSidnei', 'name': 'Sidnei Berti', 'id': '1055913463523012608'}, {'screen_name': 'Opif_Pires', 'name': 'Osvaldo', 'id': '2395323132'}]",,,,
1404589461107658752,1404588410434506753,2021-06-14 18:59:58 CDT,2021-06-14,18:59:58,-0500,305530449,jeneetibshraeny,Jenée Tibshraeny,,"In Auckland, the median price hit a new record of $1.15 million in May, up from $1.12 million in April.   We all know where that Covid stimulus has gone in NZ:   https://t.co/piq6Vv5H5z  https://t.co/WCvzzOH7LB",en,[],['http://interest.co.nz/property/110844/nz-housing-market-had-its-best-may-sales-three-years-auckland-having-its-strongest'],['https://pbs.twimg.com/media/E34alchVUAIu-dJ.jpg'],2,5,16,[],[],https://twitter.com/JeneeTibshraeny/status/1404589461107658752,False,,1,https://pbs.twimg.com/media/E34alchVUAIu-dJ.jpg,,,,,,,[],,,,
1404589459530608642,1404589459530608642,2021-06-14 18:59:57 CDT,2021-06-14,18:59:57,-0500,14850927,inkophile,Margana 🖊️🎨,,"Nearly 40% of small businesses have closed as a result of the lockdown while big-box outlets have flourished due to being designated ""essential"". Support your local merchants! #COVID19 #smallbusiness #ShopLocal",en,[],[],[],0,0,0,"['covid19', 'smallbusiness', 'shoplocal']",[],https://twitter.com/inkophile/status/1404589459530608642,False,,0,,,,,,,,[],,,,
1404589459266408452,1404318388206272515,2021-06-14 18:59:57 CDT,2021-06-14,18:59:57,-0500,207044421,saudiboy2,Ricky S,,"@PinoyAkoBlog Inuuna kse kampanya kung saan saan sa Luzon, hayun tuloy lumala covid crisis sa Davao! Yan ba ang hindi tatakbo daw sa 2022? Sara ayusin mu muna problema nyu sa Davao! Aga aga mung politicking!",tl,[],[],[],0,0,2,[],[],https://twitter.com/saudiboy2/status/1404589459266408452,False,,0,,,,,,,,"[{'screen_name': 'PinoyAkoBlog', 'name': 'PinoyAkoBlog', 'id': '846375823535816706'}]",,,,
1404589458603737089,1403760706810490894,2021-06-14 18:59:57 CDT,2021-06-14,18:59:57,-0500,1250064828124794882,alex6twi,Je suis soignant NON au vaccin covid obligatoire,,"@CAudigierValett @RemiSalomon Pourquoi je le ferais vacciner ? J'ai eu le covid, j'ai pris zéro mesure à la maison, j'ai dormi avec ma femme toutes les nuits en toussant comme pour un rhume classique hivernal. Ma femme a même pas été malade alors qu'on était dans la même pièce fermé toute les nuits...",fr,[],[],[],0,0,0,[],[],https://twitter.com/Alex6twi/status/1404589458603737089,False,,0,,,,,,,,"[{'screen_name': 'CAudigierValett', 'name': 'Dr Clarisse Audigier-Valette😷\U0001fac1', 'id': '819455136527486976'}, {'screen_name': 'RemiSalomon', 'name': 'Rémi Salomon', 'id': '541613288'}]",,,,
1404589455772512258,1404192604573552669,2021-06-14 18:59:56 CDT,2021-06-14,18:59:56,-0500,796269305369227264,barbiequinn5,Kirt,,"@Rasnorok @GeorgeTakei True. This insanity of what the COVID vax is “doing” to people is a new level.  Guess that’s what happens when a new vax is made during our adult lifetime on the back of a global pandemic no one has ever experienced, while a deranged idiot proclaims the whole thing is false.🤦‍♀️",en,[],[],[],0,0,1,[],[],https://twitter.com/BarbieQuinn5/status/1404589455772512258,False,,0,,,,,,,,"[{'screen_name': 'Rasnorok', 'name': 'James Alexander', 'id': '1253149159751913472'}, {'screen_name': 'GeorgeTakei', 'name': 'George Takei', 'id': '237845487'}]",,,,
1404589454371721216,1404589454371721216,2021-06-14 18:59:56 CDT,2021-06-14,18:59:56,-0500,144205266,kellevieeira,Kele,,Gratidão por ter meus pais vacinados contra COVID 🥰♥️,pt,[],[],[],0,0,3,[],[],https://twitter.com/kellevieeira/status/1404589454371721216,False,,0,,,,,,,,[],,,,
