id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1410025284938600451,1410025284938600451,2021-06-29 18:59:59 CDT,2021-06-29,18:59:59,-0500,58752727,dngksmzn,dngksmzn,,"Yg suka nanyain ""covid kok ga ada yg meninggal di jalan? Di rumah? Di kantor? Kenapa meninggal di RS trs?""  Nih sudah mule meninggal di rumah krna RS sudah mule penuh, ga perlu nunggu meninggal di jalan dan kantor kan?",in,[],[],[],0,0,0,[],[],https://twitter.com/dngksmzn/status/1410025284938600451,False,https://twitter.com/Expat_Indo/status/1409840015916421121,0,,,,,,,,[],,,,
1410025283244105728,1410025282728202240,2021-06-29 18:59:59 CDT,2021-06-29,18:59:59,-0500,1383081322667642883,arxiv_cs_cv_ja,arXiv cs.CV 自動翻訳,,亡しましたが、COVID-19の確定症例は1億8000万人を超えています。多くの国での医療制度の崩壊は、医用画像からの病気の診断を自動化するためのツールを開発する必要性を示しています。以前の研究では、この目的のためにディープラーニングを使用していました。ただし、この代替案のパフォーマンスは、,ja,[],[],[],1,0,0,[],[],https://twitter.com/arXiv_cs_CV_ja/status/1410025283244105728,False,,0,,,,,,,,[],,,,
1410025281629442057,1410025281629442057,2021-06-29 18:59:58 CDT,2021-06-29,18:59:58,-0500,9544952,fox43,WPMT FOX43,,"Online users have posted that the COVID-19 vaccine could cause sterility in men, despite a recent study stating there isn’t evidence to support the claims.  https://t.co/3010jXpRHt",en,[],['https://www.fox43.com/article/news/verify/coronavirus-verify/covid-vaccine-fertility-men/536-f1b38d57-289c-41c8-8667-41d4c4b4f7cc'],[],0,0,0,[],[],https://twitter.com/fox43/status/1410025281629442057,False,,0,,,,,,,,[],,,,
1410025281209970688,1409845413188886529,2021-06-29 18:59:58 CDT,2021-06-29,18:59:58,-0500,294228707,anmatoba1,Angie,,"@YennyGW @petrogustavo Ahora está hp boba va a decir que duque se inventó el covid , sin tan ignorantes estos mamertos que no han podido estrenar las neuronas que Dios le dio y las tienen ahi de adorno reposando en esos cerebros 🧠 sin uso",es,[],[],[],0,0,0,[],[],https://twitter.com/anmatoba1/status/1410025281209970688,False,,0,,,,,,,,"[{'screen_name': 'YennyGW', 'name': 'Yenny Gil', 'id': '99392423'}, {'screen_name': 'petrogustavo', 'name': 'Gustavo Petro', 'id': '49849732'}]",,,,
1410025280631103489,1410025280631103489,2021-06-29 18:59:58 CDT,2021-06-29,18:59:58,-0500,2857631741,canada4news,canada4news,,"Alberta COVID cases continue to fall, province set to fully reopen as planned – CityNews Toronto  https://t.co/MPySDeFNYb",en,[],['https://canada4news.xyz/alberta-covid-cases-continue-to-fall-province-set-to-fully-reopen-as-planned-citynews-toronto/'],[],0,0,0,[],[],https://twitter.com/canada4news/status/1410025280631103489,False,,0,,,,,,,,[],,,,
1410025280232734721,1410025280232734721,2021-06-29 18:59:58 CDT,2021-06-29,18:59:58,-0500,2915817147,laxra_uribe,"Laura,,🤙🏻",,"Alguien que me corrija de nuevo, como es que una prueba covid solo se puede ver una vez en la vida y aparte de eso con el nombre, fecha de nacimiento, y la fecha en la que se hizo recortada?",es,[],[],[],0,0,4,[],[],https://twitter.com/laxra_uribe/status/1410025280232734721,False,https://twitter.com/maira_fonseca22/status/1410024068733153280,0,,,,,,,,[],,,,
1410025275803406343,1410025275803406343,2021-06-29 18:59:57 CDT,2021-06-29,18:59:57,-0500,710069576596267008,mhdhfq_,Call Me H,,Ini antara keputusan kerajaan paling bodoh. Start operasi pukul 8. Semua pakat menunggu. Mana tak crowded nya? Ni salah satu penyebab jangkitan covid-19. #KerajaanGagal  https://t.co/6OIGNlZ2Pm,in,[],[],['https://pbs.twimg.com/media/E5FqgXcUUAYcs-o.jpg'],0,0,0,['kerajaangagal'],[],https://twitter.com/mhdhfq_/status/1410025275803406343,False,,1,https://pbs.twimg.com/media/E5FqgXcUUAYcs-o.jpg,,,,,,,[],,,,
1410025274956206089,1410025274956206089,2021-06-29 18:59:57 CDT,2021-06-29,18:59:57,-0500,1305984384647008256,sillygooseberry,RTerrell,,"This was fantastic. I'm buying a paper copy. The turn of phrase was beautiful, and it was very well timed Werth the discussions of being forced out of quarantine. They also give a list of other books on seclusion at the end.  #amreading #COVID19 #sheerpanic  https://t.co/UaUnMNKiXG",en,[],[],['https://pbs.twimg.com/media/E5Fqg_tWUAIH6O6.jpg'],0,0,0,"['amreading', 'covid19', 'sheerpanic']",[],https://twitter.com/sillygooseberry/status/1410025274956206089,False,,1,https://pbs.twimg.com/media/E5Fqg_tWUAIH6O6.jpg,,,,,,,[],,,,
1410025274943721472,1410025274943721472,2021-06-29 18:59:57 CDT,2021-06-29,18:59:57,-0500,355123799,wherediaa,Wilkins Heredia,,"Para darnos cuenta que hay vida después del covid hay que salir de RD, en otros países  todo el mundo hace su vida normal.",es,[],[],[],0,0,1,[],[],https://twitter.com/Wherediaa/status/1410025274943721472,False,,0,,,,,,,,[],,,,
1410025274377269248,1410025274377269248,2021-06-29 18:59:57 CDT,2021-06-29,18:59:57,-0500,2598357146,gailwaldby,💉💉#VaxUp #DemCast Gail Waldby,,"I’m attending Made to Save’s event, “National Month of Action Training: Talking to Your Friends and Family About COVID-19 Vaccines!” – sign up now to join me! #MadeToSave  https://t.co/oy2vNlPrYF",en,[],['https://www.mobilize.us/madetosave/event/395515/'],[],0,0,1,['madetosave'],[],https://twitter.com/GailWaldby/status/1410025274377269248,False,,0,,,,,,,,[],,,,
