id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1399153650379878400,1399153650379878400,2021-05-30 18:59:59 CDT,2021-05-30,18:59:59,-0500,141370317,bcisleman,Bill Both,,"As Covid Rampages Across Nepal, Workers Pay the Price  https://t.co/EsB8ayl9Aw   India's crisi has become Nepal's crisis. What a horror!",en,[],['https://www.nytimes.com/2021/05/30/world/asia/nepal-covid19-migrants.html?smid=tw-share'],[],0,0,0,[],[],https://twitter.com/BCISLEMAN/status/1399153650379878400,False,,0,,,,,,,,[],,,,
1399153648287031298,1399153648287031298,2021-05-30 18:59:59 CDT,2021-05-30,18:59:59,-0500,942890558,ricodagawd,RiCO.,,apparently COVID doesn’t exist at LIV.  #VERZUZ,en,[],[],[],0,0,1,['verzuz'],[],https://twitter.com/RicoDaGawd/status/1399153648287031298,False,,0,,,,,,,,[],,,,
1399153647494303752,1399153647494303752,2021-05-30 18:59:59 CDT,2021-05-30,18:59:59,-0500,1121393809596633088,joetsakurai,joe sakurai,,バイデンは、COVIDラボリーク説の調査を命じる  https://t.co/KPBQCoo1D9,ja,[],['http://snsclub.urayasucitizens.net/mousebuddies/2021/05/31/%e3%83%90%e3%82%a4%e3%83%87%e3%83%b3%e3%81%af%e3%80%81covid%e3%83%a9%e3%83%9c%e3%83%aa%e3%83%bc%e3%82%af%e8%aa%ac%e3%81%ae%e8%aa%bf%e6%9f%bb%e3%82%92%e5%91%bd%e3%81%98%e3%82%8b/'],[],0,0,1,[],[],https://twitter.com/Joetsakurai/status/1399153647494303752,False,,0,,,,,,,,[],,,,
1399153646923882499,1399132668244205568,2021-05-30 18:59:59 CDT,2021-05-30,18:59:59,-0500,283486917,mayitazharick,Dr@ M@yit@,,@conycamelo Y luego la culpa es de los médicos xq no le salvaron la vida porque se infecto de Covid,es,[],[],[],0,0,7,[],[],https://twitter.com/mayitazharick/status/1399153646923882499,False,,0,,,,,,,,"[{'screen_name': 'conycamelo', 'name': 'Cony Camelo', 'id': '54690970'}]",,,,
1399153646479237123,1399049581606879234,2021-05-30 18:59:58 CDT,2021-05-30,18:59:58,-0500,92160004,alfernandea,Alfer Pin,,"@do_genocida @FIBRA2018 Só idiota acredita nisso, no mundo inteiro não morre de covid19, só no Br, tem vacina pra todos, aqui não, com Bolsonaro ou sem vai morrer gente, são abutres disputando a carne podre tripudiando em cima dos enlutados. Fora lixo comunista!",pt,[],[],[],0,0,0,[],[],https://twitter.com/alfernandea/status/1399153646479237123,False,,0,,,,,,,,"[{'screen_name': 'do_genocida', 'name': 'Bolsonaro Genocida 🏴🇧🇷', 'id': '1177767914205798400'}, {'screen_name': 'FIBRA2018', 'name': 'Frente Internacional Brasileira - FIBRA', 'id': '954823979562389505'}]",,,,
1399153644298178561,1399153644298178561,2021-05-30 18:59:58 CDT,2021-05-30,18:59:58,-0500,2373035421,binanimals,ludicrous allusion to the mighty airs of a jackdaw,,"Saw a ratlicker sticker today which said roughly   ""There's a “spike” in COVID cases because we've increased testing. If we gave more IQ tests, there'd be a spike in morons too.""  But surely the people most likely to get IQ tested would be at the top and bottom of the range...",en,[],[],[],0,0,0,[],[],https://twitter.com/BinAnimals/status/1399153644298178561,False,,0,,,,,,,,[],,,,
1399153643530735618,1399151391726243844,2021-05-30 18:59:58 CDT,2021-05-30,18:59:58,-0500,2702740848,licitraleonardo,Leo,,"@marcelitaokk Si es la vacuna contra el covid no,ahora sí la vacunada fue importante escavie tranquila compañera",es,[],[],[],1,0,1,[],[],https://twitter.com/LicitraLeonardo/status/1399153643530735618,False,,0,,,,,,,,"[{'screen_name': 'marcelitaokk', 'name': 'MalbeckEnGel', 'id': '281310423'}]",,,,
1399153642960216070,1399153642960216070,2021-05-30 18:59:58 CDT,2021-05-30,18:59:58,-0500,1307844512098680832,tlyonscre,Tyler Lyons,,Bullish on RV parks as a CRE investment in the coming decade   Huge sales growth from major RV manufacturers several quarters running (e.g. Thor Industries)  2 big macro trends converging providing big tailwind(boomers retiring and buying RVs + RVing seen as safe post-COVID),en,[],[],[],0,1,2,[],[],https://twitter.com/TLyonsCRE/status/1399153642960216070,False,https://twitter.com/AnthonyTumbiolo/status/1399081958735482886,0,,,,,,,,[],,,,
1399153642477953024,1399153642477953024,2021-05-30 18:59:58 CDT,2021-05-30,18:59:58,-0500,165866405,maxicorrea313,Maximilian Correa S.J.,,Reporte SUMI CTI 30/05/2021  CTI 583 pacientes CoVID (+8) Ocupación total: 77.4% Ocupación por CoVID: 56%  En 10 días 51 ingresos.,es,[],[],[],0,0,0,[],[],https://twitter.com/maxicorrea313/status/1399153642477953024,False,https://twitter.com/SecretariaSumi/status/1395849803968520193,0,,,,,,,,[],,,,
1399153642339508226,1399153642339508226,2021-05-30 18:59:58 CDT,2021-05-30,18:59:58,-0500,1229489334753091586,falangedion,Dion Falange🇺🇸🇿🇦,,"@GoldFM_Fiji Am happy that you never get tired to repeat the stay well and safe message to your citizens, you keep encouraging them to stay safe and wear mask keep social distance keep up the great work #COVID19",en,[],[],[],0,0,1,['covid19'],[],https://twitter.com/FalangeDion/status/1399153642339508226,False,,0,,,,,,,,[],,,,
